Barcode,Tumor core true
cellid_000039218-1,Tumor core true
cellid_000039219-1,Tumor core true
cellid_000039220-1,Tumor core true
cellid_000039221-1,Tumor core true
cellid_000039222-1,Tumor core true
cellid_000039223-1,Tumor core true
cellid_000039224-1,Tumor core true
cellid_000039225-1,Tumor core true
cellid_000039226-1,Tumor core true
cellid_000039227-1,Tumor core true
cellid_000039228-1,Tumor core true
cellid_000039229-1,Tumor core true
cellid_000039230-1,Tumor core true
cellid_000039231-1,Tumor core true
cellid_000039232-1,Tumor core true
cellid_000039233-1,Tumor core true
cellid_000039234-1,Tumor core true
cellid_000039235-1,Tumor core true
cellid_000039236-1,Tumor core true
cellid_000039237-1,Tumor core true
cellid_000039238-1,Tumor core true
cellid_000039239-1,Tumor core true
cellid_000039240-1,Tumor core true
cellid_000039241-1,Tumor core true
cellid_000039242-1,Tumor core true
cellid_000039243-1,Tumor core true
cellid_000039244-1,Tumor core true
cellid_000039245-1,Tumor core true
cellid_000039246-1,Tumor core true
cellid_000039247-1,Tumor core true
cellid_000039248-1,Tumor core true
cellid_000039249-1,Tumor core true
cellid_000039250-1,Tumor core true
cellid_000039251-1,Tumor core true
cellid_000039252-1,Tumor core true
cellid_000039253-1,Tumor core true
cellid_000039254-1,Tumor core true
cellid_000039255-1,Tumor core true
cellid_000039256-1,Tumor core true
cellid_000039257-1,Tumor core true
cellid_000039258-1,Tumor core true
cellid_000039259-1,Tumor core true
cellid_000039260-1,Tumor core true
cellid_000039261-1,Tumor core true
cellid_000039262-1,Tumor core true
cellid_000039263-1,Tumor core true
cellid_000039264-1,Tumor core true
cellid_000039265-1,Tumor core true
cellid_000039266-1,Tumor core true
cellid_000039267-1,Tumor core true
cellid_000039268-1,Tumor core true
cellid_000039269-1,Tumor core true
cellid_000039270-1,Tumor core true
cellid_000039271-1,Tumor core true
cellid_000039272-1,Tumor core true
cellid_000039273-1,Tumor core true
cellid_000039274-1,Tumor core true
cellid_000039275-1,Tumor core true
cellid_000039276-1,Tumor core true
cellid_000039277-1,Tumor core true
cellid_000039278-1,Tumor core true
cellid_000039279-1,Tumor core true
cellid_000039280-1,Tumor core true
cellid_000039281-1,Tumor core true
cellid_000039282-1,Tumor core true
cellid_000039283-1,Tumor core true
cellid_000039284-1,Tumor core true
cellid_000039285-1,Tumor core true
cellid_000039286-1,Tumor core true
cellid_000039287-1,Tumor core true
cellid_000039288-1,Tumor core true
cellid_000039289-1,Tumor core true
cellid_000039290-1,Tumor core true
cellid_000039291-1,Tumor core true
cellid_000039292-1,Tumor core true
cellid_000039293-1,Tumor core true
cellid_000039294-1,Tumor core true
cellid_000039295-1,Tumor core true
cellid_000039296-1,Tumor core true
cellid_000039297-1,Tumor core true
cellid_000039298-1,Tumor core true
cellid_000039299-1,Tumor core true
cellid_000039300-1,Tumor core true
cellid_000039301-1,Tumor core true
cellid_000039302-1,Tumor core true
cellid_000039303-1,Tumor core true
cellid_000039304-1,Tumor core true
cellid_000039305-1,Tumor core true
cellid_000039306-1,Tumor core true
cellid_000039307-1,Tumor core true
cellid_000039308-1,Tumor core true
cellid_000039309-1,Tumor core true
cellid_000039310-1,Tumor core true
cellid_000039311-1,Tumor core true
cellid_000039312-1,Tumor core true
cellid_000039313-1,Tumor core true
cellid_000039314-1,Tumor core true
cellid_000039315-1,Tumor core true
cellid_000039316-1,Tumor core true
cellid_000039317-1,Tumor core true
cellid_000039318-1,Tumor core true
cellid_000039319-1,Tumor core true
cellid_000039320-1,Tumor core true
cellid_000039321-1,Tumor core true
cellid_000039322-1,Tumor core true
cellid_000039323-1,Tumor core true
cellid_000039324-1,Tumor core true
cellid_000039325-1,Tumor core true
cellid_000039326-1,Tumor core true
cellid_000039327-1,Tumor core true
cellid_000039328-1,Tumor core true
cellid_000039329-1,Tumor core true
cellid_000039330-1,Tumor core true
cellid_000039331-1,Tumor core true
cellid_000039332-1,Tumor core true
cellid_000039333-1,Tumor core true
cellid_000039334-1,Tumor core true
cellid_000039335-1,Tumor core true
cellid_000039336-1,Tumor core true
cellid_000039337-1,Tumor core true
cellid_000039338-1,Tumor core true
cellid_000039339-1,Tumor core true
cellid_000039340-1,Tumor core true
cellid_000039341-1,Tumor core true
cellid_000039342-1,Tumor core true
cellid_000039343-1,Tumor core true
cellid_000039344-1,Tumor core true
cellid_000039345-1,Tumor core true
cellid_000039346-1,Tumor core true
cellid_000039347-1,Tumor core true
cellid_000039348-1,Tumor core true
cellid_000039349-1,Tumor core true
cellid_000039350-1,Tumor core true
cellid_000039351-1,Tumor core true
cellid_000039352-1,Tumor core true
cellid_000039353-1,Tumor core true
cellid_000039354-1,Tumor core true
cellid_000039355-1,Tumor core true
cellid_000039356-1,Tumor core true
cellid_000039357-1,Tumor core true
cellid_000039358-1,Tumor core true
cellid_000039359-1,Tumor core true
cellid_000039360-1,Tumor core true
cellid_000039361-1,Tumor core true
cellid_000039362-1,Tumor core true
cellid_000039363-1,Tumor core true
cellid_000039364-1,Tumor core true
cellid_000039365-1,Tumor core true
cellid_000039366-1,Tumor core true
cellid_000039367-1,Tumor core true
cellid_000039368-1,Tumor core true
cellid_000039369-1,Tumor core true
cellid_000039370-1,Tumor core true
cellid_000039371-1,Tumor core true
cellid_000039372-1,Tumor core true
cellid_000039373-1,Tumor core true
cellid_000039374-1,Tumor core true
cellid_000039375-1,Tumor core true
cellid_000039376-1,Tumor core true
cellid_000039377-1,Tumor core true
cellid_000039378-1,Tumor core true
cellid_000039379-1,Tumor core true
cellid_000039380-1,Tumor core true
cellid_000039381-1,Tumor core true
cellid_000039382-1,Tumor core true
cellid_000039383-1,Tumor core true
cellid_000039384-1,Tumor core true
cellid_000039385-1,Tumor core true
cellid_000039386-1,Tumor core true
cellid_000039387-1,Tumor core true
cellid_000039388-1,Tumor core true
cellid_000039389-1,Tumor core true
cellid_000039390-1,Tumor core true
cellid_000039391-1,Tumor core true
cellid_000039392-1,Tumor core true
cellid_000039393-1,Tumor core true
cellid_000039394-1,Tumor core true
cellid_000039395-1,Tumor core true
cellid_000039396-1,Tumor core true
cellid_000039397-1,Tumor core true
cellid_000039398-1,Tumor core true
cellid_000039399-1,Tumor core true
cellid_000039400-1,Tumor core true
cellid_000039401-1,Tumor core true
cellid_000039402-1,Tumor core true
cellid_000039403-1,Tumor core true
cellid_000039404-1,Tumor core true
cellid_000039405-1,Tumor core true
cellid_000039406-1,Tumor core true
cellid_000039407-1,Tumor core true
cellid_000039408-1,Tumor core true
cellid_000039409-1,Tumor core true
cellid_000039410-1,Tumor core true
cellid_000039411-1,Tumor core true
cellid_000039412-1,Tumor core true
cellid_000039413-1,Tumor core true
cellid_000039414-1,Tumor core true
cellid_000039415-1,Tumor core true
cellid_000039416-1,Tumor core true
cellid_000039417-1,Tumor core true
cellid_000039418-1,Tumor core true
cellid_000039419-1,Tumor core true
cellid_000039420-1,Tumor core true
cellid_000039421-1,Tumor core true
cellid_000039422-1,Tumor core true
cellid_000039423-1,Tumor core true
cellid_000039424-1,Tumor core true
cellid_000039425-1,Tumor core true
cellid_000039426-1,Tumor core true
cellid_000039427-1,Tumor core true
cellid_000039428-1,Tumor core true
cellid_000039429-1,Tumor core true
cellid_000039430-1,Tumor core true
cellid_000039431-1,Tumor core true
cellid_000039432-1,Tumor core true
cellid_000039433-1,Tumor core true
cellid_000039434-1,Tumor core true
cellid_000039435-1,Tumor core true
cellid_000039436-1,Tumor core true
cellid_000039437-1,Tumor core true
cellid_000039438-1,Tumor core true
cellid_000039439-1,Tumor core true
cellid_000039440-1,Tumor core true
cellid_000039441-1,Tumor core true
cellid_000039442-1,Tumor core true
cellid_000039443-1,Tumor core true
cellid_000039444-1,Tumor core true
cellid_000039445-1,Tumor core true
cellid_000039446-1,Tumor core true
cellid_000039447-1,Tumor core true
cellid_000039448-1,Tumor core true
cellid_000039449-1,Tumor core true
cellid_000039450-1,Tumor core true
cellid_000039451-1,Tumor core true
cellid_000039452-1,Tumor core true
cellid_000039453-1,Tumor core true
cellid_000039454-1,Tumor core true
cellid_000039455-1,Tumor core true
cellid_000039456-1,Tumor core true
cellid_000039457-1,Tumor core true
cellid_000039458-1,Tumor core true
cellid_000039459-1,Tumor core true
cellid_000039460-1,Tumor core true
cellid_000039461-1,Tumor core true
cellid_000039462-1,Tumor core true
cellid_000039463-1,Tumor core true
cellid_000039464-1,Tumor core true
cellid_000039465-1,Tumor core true
cellid_000039466-1,Tumor core true
cellid_000039467-1,Tumor core true
cellid_000039468-1,Tumor core true
cellid_000039469-1,Tumor core true
cellid_000039470-1,Tumor core true
cellid_000039471-1,Tumor core true
cellid_000039472-1,Tumor core true
cellid_000039473-1,Tumor core true
cellid_000039474-1,Tumor core true
cellid_000039475-1,Tumor core true
cellid_000039476-1,Tumor core true
cellid_000039477-1,Tumor core true
cellid_000039478-1,Tumor core true
cellid_000039479-1,Tumor core true
cellid_000039480-1,Tumor core true
cellid_000039481-1,Tumor core true
cellid_000039482-1,Tumor core true
cellid_000039483-1,Tumor core true
cellid_000039484-1,Tumor core true
cellid_000039485-1,Tumor core true
cellid_000039486-1,Tumor core true
cellid_000039487-1,Tumor core true
cellid_000039488-1,Tumor core true
cellid_000039489-1,Tumor core true
cellid_000039490-1,Tumor core true
cellid_000039491-1,Tumor core true
cellid_000039492-1,Tumor core true
cellid_000039493-1,Tumor core true
cellid_000039494-1,Tumor core true
cellid_000039495-1,Tumor core true
cellid_000039496-1,Tumor core true
cellid_000039497-1,Tumor core true
cellid_000039498-1,Tumor core true
cellid_000039499-1,Tumor core true
cellid_000039500-1,Tumor core true
cellid_000039501-1,Tumor core true
cellid_000039502-1,Tumor core true
cellid_000039503-1,Tumor core true
cellid_000039504-1,Tumor core true
cellid_000039505-1,Tumor core true
cellid_000039506-1,Tumor core true
cellid_000039507-1,Tumor core true
cellid_000039508-1,Tumor core true
cellid_000039509-1,Tumor core true
cellid_000039510-1,Tumor core true
cellid_000039511-1,Tumor core true
cellid_000039512-1,Tumor core true
cellid_000039513-1,Tumor core true
cellid_000039514-1,Tumor core true
cellid_000039515-1,Tumor core true
cellid_000039516-1,Tumor core true
cellid_000039517-1,Tumor core true
cellid_000039518-1,Tumor core true
cellid_000039519-1,Tumor core true
cellid_000039520-1,Tumor core true
cellid_000039521-1,Tumor core true
cellid_000039522-1,Tumor core true
cellid_000039523-1,Tumor core true
cellid_000039524-1,Tumor core true
cellid_000039525-1,Tumor core true
cellid_000039526-1,Tumor core true
cellid_000039527-1,Tumor core true
cellid_000039528-1,Tumor core true
cellid_000039529-1,Tumor core true
cellid_000039530-1,Tumor core true
cellid_000039531-1,Tumor core true
cellid_000039532-1,Tumor core true
cellid_000039533-1,Tumor core true
cellid_000039534-1,Tumor core true
cellid_000039535-1,Tumor core true
cellid_000039536-1,Tumor core true
cellid_000039537-1,Tumor core true
cellid_000039538-1,Tumor core true
cellid_000039539-1,Tumor core true
cellid_000039540-1,Tumor core true
cellid_000039541-1,Tumor core true
cellid_000039542-1,Tumor core true
cellid_000039543-1,Tumor core true
cellid_000039544-1,Tumor core true
cellid_000039545-1,Tumor core true
cellid_000039546-1,Tumor core true
cellid_000039547-1,Tumor core true
cellid_000039548-1,Tumor core true
cellid_000039549-1,Tumor core true
cellid_000039550-1,Tumor core true
cellid_000039551-1,Tumor core true
cellid_000039552-1,Tumor core true
cellid_000039553-1,Tumor core true
cellid_000039554-1,Tumor core true
cellid_000039555-1,Tumor core true
cellid_000039556-1,Tumor core true
cellid_000039557-1,Tumor core true
cellid_000039558-1,Tumor core true
cellid_000039559-1,Tumor core true
cellid_000039560-1,Tumor core true
cellid_000039561-1,Tumor core true
cellid_000039562-1,Tumor core true
cellid_000039563-1,Tumor core true
cellid_000039564-1,Tumor core true
cellid_000039565-1,Tumor core true
cellid_000039566-1,Tumor core true
cellid_000039567-1,Tumor core true
cellid_000039568-1,Tumor core true
cellid_000039569-1,Tumor core true
cellid_000039570-1,Tumor core true
cellid_000039571-1,Tumor core true
cellid_000039572-1,Tumor core true
cellid_000039573-1,Tumor core true
cellid_000039574-1,Tumor core true
cellid_000039575-1,Tumor core true
cellid_000039576-1,Tumor core true
cellid_000039577-1,Tumor core true
cellid_000039578-1,Tumor core true
cellid_000039579-1,Tumor core true
cellid_000039580-1,Tumor core true
cellid_000039581-1,Tumor core true
cellid_000039582-1,Tumor core true
cellid_000039583-1,Tumor core true
cellid_000039584-1,Tumor core true
cellid_000039585-1,Tumor core true
cellid_000039586-1,Tumor core true
cellid_000039587-1,Tumor core true
cellid_000039588-1,Tumor core true
cellid_000039589-1,Tumor core true
cellid_000039590-1,Tumor core true
cellid_000039591-1,Tumor core true
cellid_000039592-1,Tumor core true
cellid_000039593-1,Tumor core true
cellid_000039594-1,Tumor core true
cellid_000039595-1,Tumor core true
cellid_000039596-1,Tumor core true
cellid_000039597-1,Tumor core true
cellid_000039598-1,Tumor core true
cellid_000039599-1,Tumor core true
cellid_000039600-1,Tumor core true
cellid_000039601-1,Tumor core true
cellid_000039602-1,Tumor core true
cellid_000039603-1,Tumor core true
cellid_000039604-1,Tumor core true
cellid_000039605-1,Tumor core true
cellid_000039606-1,Tumor core true
cellid_000039607-1,Tumor core true
cellid_000039608-1,Tumor core true
cellid_000039609-1,Tumor core true
cellid_000039610-1,Tumor core true
cellid_000039611-1,Tumor core true
cellid_000039612-1,Tumor core true
cellid_000039613-1,Tumor core true
cellid_000039614-1,Tumor core true
cellid_000039615-1,Tumor core true
cellid_000039616-1,Tumor core true
cellid_000039617-1,Tumor core true
cellid_000039618-1,Tumor core true
cellid_000039619-1,Tumor core true
cellid_000039620-1,Tumor core true
cellid_000039621-1,Tumor core true
cellid_000039622-1,Tumor core true
cellid_000039623-1,Tumor core true
cellid_000039624-1,Tumor core true
cellid_000039625-1,Tumor core true
cellid_000039626-1,Tumor core true
cellid_000039627-1,Tumor core true
cellid_000039628-1,Tumor core true
cellid_000039629-1,Tumor core true
cellid_000039630-1,Tumor core true
cellid_000039631-1,Tumor core true
cellid_000039632-1,Tumor core true
cellid_000039633-1,Tumor core true
cellid_000039634-1,Tumor core true
cellid_000039635-1,Tumor core true
cellid_000039636-1,Tumor core true
cellid_000039637-1,Tumor core true
cellid_000039638-1,Tumor core true
cellid_000039639-1,Tumor core true
cellid_000039640-1,Tumor core true
cellid_000039641-1,Tumor core true
cellid_000039642-1,Tumor core true
cellid_000039643-1,Tumor core true
cellid_000039644-1,Tumor core true
cellid_000039645-1,Tumor core true
cellid_000039646-1,Tumor core true
cellid_000039647-1,Tumor core true
cellid_000039648-1,Tumor core true
cellid_000039649-1,Tumor core true
cellid_000039650-1,Tumor core true
cellid_000039651-1,Tumor core true
cellid_000039652-1,Tumor core true
cellid_000039653-1,Tumor core true
cellid_000039654-1,Tumor core true
cellid_000039655-1,Tumor core true
cellid_000039656-1,Tumor core true
cellid_000039657-1,Tumor core true
cellid_000039658-1,Tumor core true
cellid_000039659-1,Tumor core true
cellid_000039660-1,Tumor core true
cellid_000039661-1,Tumor core true
cellid_000039662-1,Tumor core true
cellid_000039663-1,Tumor core true
cellid_000039664-1,Tumor core true
cellid_000039665-1,Tumor core true
cellid_000039666-1,Tumor core true
cellid_000039667-1,Tumor core true
cellid_000039668-1,Tumor core true
cellid_000039669-1,Tumor core true
cellid_000039670-1,Tumor core true
cellid_000039671-1,Tumor core true
cellid_000039672-1,Tumor core true
cellid_000039673-1,Tumor core true
cellid_000039674-1,Tumor core true
cellid_000039675-1,Tumor core true
cellid_000039676-1,Tumor core true
cellid_000039677-1,Tumor core true
cellid_000039678-1,Tumor core true
cellid_000039679-1,Tumor core true
cellid_000039680-1,Tumor core true
cellid_000039681-1,Tumor core true
cellid_000039682-1,Tumor core true
cellid_000039683-1,Tumor core true
cellid_000039684-1,Tumor core true
cellid_000039685-1,Tumor core true
cellid_000039686-1,Tumor core true
cellid_000039687-1,Tumor core true
cellid_000039688-1,Tumor core true
cellid_000039689-1,Tumor core true
cellid_000039690-1,Tumor core true
cellid_000039691-1,Tumor core true
cellid_000039692-1,Tumor core true
cellid_000039693-1,Tumor core true
cellid_000039694-1,Tumor core true
cellid_000039695-1,Tumor core true
cellid_000039696-1,Tumor core true
cellid_000039697-1,Tumor core true
cellid_000039698-1,Tumor core true
cellid_000039699-1,Tumor core true
cellid_000039700-1,Tumor core true
cellid_000039701-1,Tumor core true
cellid_000039702-1,Tumor core true
cellid_000039703-1,Tumor core true
cellid_000039704-1,Tumor core true
cellid_000039705-1,Tumor core true
cellid_000039706-1,Tumor core true
cellid_000039707-1,Tumor core true
cellid_000039708-1,Tumor core true
cellid_000039709-1,Tumor core true
cellid_000039710-1,Tumor core true
cellid_000039711-1,Tumor core true
cellid_000039712-1,Tumor core true
cellid_000039713-1,Tumor core true
cellid_000039714-1,Tumor core true
cellid_000039715-1,Tumor core true
cellid_000039716-1,Tumor core true
cellid_000039717-1,Tumor core true
cellid_000039718-1,Tumor core true
cellid_000039719-1,Tumor core true
cellid_000039720-1,Tumor core true
cellid_000039721-1,Tumor core true
cellid_000039722-1,Tumor core true
cellid_000039723-1,Tumor core true
cellid_000039724-1,Tumor core true
cellid_000039725-1,Tumor core true
cellid_000039726-1,Tumor core true
cellid_000039727-1,Tumor core true
cellid_000039728-1,Tumor core true
cellid_000039729-1,Tumor core true
cellid_000039730-1,Tumor core true
cellid_000039731-1,Tumor core true
cellid_000039732-1,Tumor core true
cellid_000039733-1,Tumor core true
cellid_000039734-1,Tumor core true
cellid_000039735-1,Tumor core true
cellid_000039736-1,Tumor core true
cellid_000039737-1,Tumor core true
cellid_000039738-1,Tumor core true
cellid_000039739-1,Tumor core true
cellid_000039740-1,Tumor core true
cellid_000039741-1,Tumor core true
cellid_000039742-1,Tumor core true
cellid_000039743-1,Tumor core true
cellid_000039744-1,Tumor core true
cellid_000039745-1,Tumor core true
cellid_000039746-1,Tumor core true
cellid_000039747-1,Tumor core true
cellid_000039748-1,Tumor core true
cellid_000039749-1,Tumor core true
cellid_000039750-1,Tumor core true
cellid_000039751-1,Tumor core true
cellid_000039752-1,Tumor core true
cellid_000039753-1,Tumor core true
cellid_000039754-1,Tumor core true
cellid_000039755-1,Tumor core true
cellid_000039756-1,Tumor core true
cellid_000039757-1,Tumor core true
cellid_000039758-1,Tumor core true
cellid_000039759-1,Tumor core true
cellid_000039760-1,Tumor core true
cellid_000039761-1,Tumor core true
cellid_000039762-1,Tumor core true
cellid_000039763-1,Tumor core true
cellid_000039764-1,Tumor core true
cellid_000039765-1,Tumor core true
cellid_000039766-1,Tumor core true
cellid_000039767-1,Tumor core true
cellid_000039768-1,Tumor core true
cellid_000039769-1,Tumor core true
cellid_000039770-1,Tumor core true
cellid_000039771-1,Tumor core true
cellid_000039772-1,Tumor core true
cellid_000039773-1,Tumor core true
cellid_000039774-1,Tumor core true
cellid_000039775-1,Tumor core true
cellid_000039776-1,Tumor core true
cellid_000039777-1,Tumor core true
cellid_000039778-1,Tumor core true
cellid_000039779-1,Tumor core true
cellid_000039780-1,Tumor core true
cellid_000039781-1,Tumor core true
cellid_000039782-1,Tumor core true
cellid_000039783-1,Tumor core true
cellid_000039784-1,Tumor core true
cellid_000039785-1,Tumor core true
cellid_000039786-1,Tumor core true
cellid_000039787-1,Tumor core true
cellid_000039788-1,Tumor core true
cellid_000039789-1,Tumor core true
cellid_000039790-1,Tumor core true
cellid_000039791-1,Tumor core true
cellid_000039792-1,Tumor core true
cellid_000039793-1,Tumor core true
cellid_000039794-1,Tumor core true
cellid_000039795-1,Tumor core true
cellid_000039796-1,Tumor core true
cellid_000039797-1,Tumor core true
cellid_000039798-1,Tumor core true
cellid_000039799-1,Tumor core true
cellid_000039800-1,Tumor core true
cellid_000039801-1,Tumor core true
cellid_000039802-1,Tumor core true
cellid_000039803-1,Tumor core true
cellid_000039804-1,Tumor core true
cellid_000039805-1,Tumor core true
cellid_000039806-1,Tumor core true
cellid_000039807-1,Tumor core true
cellid_000039808-1,Tumor core true
cellid_000039809-1,Tumor core true
cellid_000039810-1,Tumor core true
cellid_000039811-1,Tumor core true
cellid_000039812-1,Tumor core true
cellid_000039813-1,Tumor core true
cellid_000039814-1,Tumor core true
cellid_000039815-1,Tumor core true
cellid_000039816-1,Tumor core true
cellid_000039817-1,Tumor core true
cellid_000039818-1,Tumor core true
cellid_000039819-1,Tumor core true
cellid_000039820-1,Tumor core true
cellid_000039821-1,Tumor core true
cellid_000039822-1,Tumor core true
cellid_000039823-1,Tumor core true
cellid_000039824-1,Tumor core true
cellid_000039825-1,Tumor core true
cellid_000039826-1,Tumor core true
cellid_000039827-1,Tumor core true
cellid_000039828-1,Tumor core true
cellid_000039829-1,Tumor core true
cellid_000039830-1,Tumor core true
cellid_000039831-1,Tumor core true
cellid_000039832-1,Tumor core true
cellid_000039833-1,Tumor core true
cellid_000039834-1,Tumor core true
cellid_000039835-1,Tumor core true
cellid_000039836-1,Tumor core true
cellid_000039837-1,Tumor core true
cellid_000039838-1,Tumor core true
cellid_000039839-1,Tumor core true
cellid_000039840-1,Tumor core true
cellid_000039841-1,Tumor core true
cellid_000039842-1,Tumor core true
cellid_000039843-1,Tumor core true
cellid_000039844-1,Tumor core true
cellid_000039845-1,Tumor core true
cellid_000039846-1,Tumor core true
cellid_000039847-1,Tumor core true
cellid_000039848-1,Tumor core true
cellid_000039849-1,Tumor core true
cellid_000039850-1,Tumor core true
cellid_000039851-1,Tumor core true
cellid_000039852-1,Tumor core true
cellid_000039853-1,Tumor core true
cellid_000039854-1,Tumor core true
cellid_000039855-1,Tumor core true
cellid_000039856-1,Tumor core true
cellid_000039857-1,Tumor core true
cellid_000039858-1,Tumor core true
cellid_000039859-1,Tumor core true
cellid_000039860-1,Tumor core true
cellid_000039861-1,Tumor core true
cellid_000039862-1,Tumor core true
cellid_000039863-1,Tumor core true
cellid_000039864-1,Tumor core true
cellid_000039865-1,Tumor core true
cellid_000039866-1,Tumor core true
cellid_000039867-1,Tumor core true
cellid_000039868-1,Tumor core true
cellid_000039869-1,Tumor core true
cellid_000039870-1,Tumor core true
cellid_000039871-1,Tumor core true
cellid_000039872-1,Tumor core true
cellid_000039873-1,Tumor core true
cellid_000039874-1,Tumor core true
cellid_000039875-1,Tumor core true
cellid_000039876-1,Tumor core true
cellid_000039877-1,Tumor core true
cellid_000039878-1,Tumor core true
cellid_000039879-1,Tumor core true
cellid_000039880-1,Tumor core true
cellid_000039881-1,Tumor core true
cellid_000039882-1,Tumor core true
cellid_000039883-1,Tumor core true
cellid_000039884-1,Tumor core true
cellid_000039885-1,Tumor core true
cellid_000039886-1,Tumor core true
cellid_000039887-1,Tumor core true
cellid_000039888-1,Tumor core true
cellid_000039889-1,Tumor core true
cellid_000039890-1,Tumor core true
cellid_000039891-1,Tumor core true
cellid_000039892-1,Tumor core true
cellid_000039893-1,Tumor core true
cellid_000039894-1,Tumor core true
cellid_000039895-1,Tumor core true
cellid_000039896-1,Tumor core true
cellid_000039897-1,Tumor core true
cellid_000039898-1,Tumor core true
cellid_000039899-1,Tumor core true
cellid_000039900-1,Tumor core true
cellid_000039901-1,Tumor core true
cellid_000039902-1,Tumor core true
cellid_000039903-1,Tumor core true
cellid_000039904-1,Tumor core true
cellid_000039905-1,Tumor core true
cellid_000039906-1,Tumor core true
cellid_000039907-1,Tumor core true
cellid_000039908-1,Tumor core true
cellid_000039909-1,Tumor core true
cellid_000039910-1,Tumor core true
cellid_000039911-1,Tumor core true
cellid_000039912-1,Tumor core true
cellid_000039913-1,Tumor core true
cellid_000039914-1,Tumor core true
cellid_000039915-1,Tumor core true
cellid_000039916-1,Tumor core true
cellid_000039917-1,Tumor core true
cellid_000039918-1,Tumor core true
cellid_000039919-1,Tumor core true
cellid_000039920-1,Tumor core true
cellid_000039921-1,Tumor core true
cellid_000039922-1,Tumor core true
cellid_000039923-1,Tumor core true
cellid_000039924-1,Tumor core true
cellid_000039925-1,Tumor core true
cellid_000039926-1,Tumor core true
cellid_000039927-1,Tumor core true
cellid_000039928-1,Tumor core true
cellid_000039929-1,Tumor core true
cellid_000039930-1,Tumor core true
cellid_000039931-1,Tumor core true
cellid_000039932-1,Tumor core true
cellid_000039933-1,Tumor core true
cellid_000039934-1,Tumor core true
cellid_000039935-1,Tumor core true
cellid_000039936-1,Tumor core true
cellid_000039937-1,Tumor core true
cellid_000039938-1,Tumor core true
cellid_000039939-1,Tumor core true
cellid_000039940-1,Tumor core true
cellid_000039941-1,Tumor core true
cellid_000039942-1,Tumor core true
cellid_000039943-1,Tumor core true
cellid_000039944-1,Tumor core true
cellid_000039945-1,Tumor core true
cellid_000039946-1,Tumor core true
cellid_000039947-1,Tumor core true
cellid_000039948-1,Tumor core true
cellid_000039949-1,Tumor core true
cellid_000039950-1,Tumor core true
cellid_000039951-1,Tumor core true
cellid_000039952-1,Tumor core true
cellid_000039953-1,Tumor core true
cellid_000039954-1,Tumor core true
cellid_000039955-1,Tumor core true
cellid_000039956-1,Tumor core true
cellid_000039957-1,Tumor core true
cellid_000039958-1,Tumor core true
cellid_000039959-1,Tumor core true
cellid_000039960-1,Tumor core true
cellid_000039961-1,Tumor core true
cellid_000039962-1,Tumor core true
cellid_000039963-1,Tumor core true
cellid_000039964-1,Tumor core true
cellid_000039965-1,Tumor core true
cellid_000039966-1,Tumor core true
cellid_000039967-1,Tumor core true
cellid_000039968-1,Tumor core true
cellid_000039969-1,Tumor core true
cellid_000039970-1,Tumor core true
cellid_000039971-1,Tumor core true
cellid_000039972-1,Tumor core true
cellid_000039973-1,Tumor core true
cellid_000039974-1,Tumor core true
cellid_000039975-1,Tumor core true
cellid_000039976-1,Tumor core true
cellid_000039977-1,Tumor core true
cellid_000039978-1,Tumor core true
cellid_000039979-1,Tumor core true
cellid_000039980-1,Tumor core true
cellid_000039981-1,Tumor core true
cellid_000039982-1,Tumor core true
cellid_000039983-1,Tumor core true
cellid_000039984-1,Tumor core true
cellid_000039985-1,Tumor core true
cellid_000039986-1,Tumor core true
cellid_000039987-1,Tumor core true
cellid_000039988-1,Tumor core true
cellid_000039989-1,Tumor core true
cellid_000039990-1,Tumor core true
cellid_000039991-1,Tumor core true
cellid_000039992-1,Tumor core true
cellid_000039993-1,Tumor core true
cellid_000039994-1,Tumor core true
cellid_000039995-1,Tumor core true
cellid_000039996-1,Tumor core true
cellid_000039997-1,Tumor core true
cellid_000039998-1,Tumor core true
cellid_000039999-1,Tumor core true
cellid_000040000-1,Tumor core true
cellid_000040001-1,Tumor core true
cellid_000040002-1,Tumor core true
cellid_000040003-1,Tumor core true
cellid_000040004-1,Tumor core true
cellid_000040005-1,Tumor core true
cellid_000040006-1,Tumor core true
cellid_000040007-1,Tumor core true
cellid_000040008-1,Tumor core true
cellid_000040009-1,Tumor core true
cellid_000040010-1,Tumor core true
cellid_000040011-1,Tumor core true
cellid_000040012-1,Tumor core true
cellid_000040013-1,Tumor core true
cellid_000040014-1,Tumor core true
cellid_000040015-1,Tumor core true
cellid_000040016-1,Tumor core true
cellid_000040017-1,Tumor core true
cellid_000040018-1,Tumor core true
cellid_000040019-1,Tumor core true
cellid_000040020-1,Tumor core true
cellid_000040021-1,Tumor core true
cellid_000040022-1,Tumor core true
cellid_000040023-1,Tumor core true
cellid_000040024-1,Tumor core true
cellid_000040025-1,Tumor core true
cellid_000040026-1,Tumor core true
cellid_000040027-1,Tumor core true
cellid_000040028-1,Tumor core true
cellid_000040029-1,Tumor core true
cellid_000040030-1,Tumor core true
cellid_000040031-1,Tumor core true
cellid_000040032-1,Tumor core true
cellid_000040033-1,Tumor core true
cellid_000040034-1,Tumor core true
cellid_000040035-1,Tumor core true
cellid_000040036-1,Tumor core true
cellid_000040037-1,Tumor core true
cellid_000040038-1,Tumor core true
cellid_000040039-1,Tumor core true
