Barcode,Tumor core true
cellid_000017567-1,Tumor core true
cellid_000017568-1,Tumor core true
cellid_000017569-1,Tumor core true
cellid_000017570-1,Tumor core true
cellid_000017571-1,Tumor core true
cellid_000017572-1,Tumor core true
cellid_000017573-1,Tumor core true
cellid_000017574-1,Tumor core true
cellid_000017575-1,Tumor core true
cellid_000017576-1,Tumor core true
cellid_000017577-1,Tumor core true
cellid_000017578-1,Tumor core true
cellid_000017579-1,Tumor core true
cellid_000017580-1,Tumor core true
cellid_000017581-1,Tumor core true
cellid_000017582-1,Tumor core true
cellid_000017583-1,Tumor core true
cellid_000017584-1,Tumor core true
cellid_000017585-1,Tumor core true
cellid_000017586-1,Tumor core true
cellid_000017587-1,Tumor core true
cellid_000017588-1,Tumor core true
cellid_000017589-1,Tumor core true
cellid_000017590-1,Tumor core true
cellid_000017591-1,Tumor core true
cellid_000017592-1,Tumor core true
cellid_000017593-1,Tumor core true
cellid_000017594-1,Tumor core true
cellid_000017595-1,Tumor core true
cellid_000017596-1,Tumor core true
cellid_000017597-1,Tumor core true
cellid_000017598-1,Tumor core true
cellid_000017599-1,Tumor core true
cellid_000017600-1,Tumor core true
cellid_000017601-1,Tumor core true
cellid_000017602-1,Tumor core true
cellid_000017603-1,Tumor core true
cellid_000017604-1,Tumor core true
cellid_000017605-1,Tumor core true
cellid_000017606-1,Tumor core true
cellid_000017607-1,Tumor core true
cellid_000017608-1,Tumor core true
cellid_000017609-1,Tumor core true
cellid_000017610-1,Tumor core true
cellid_000017611-1,Tumor core true
cellid_000017612-1,Tumor core true
cellid_000017613-1,Tumor core true
cellid_000017614-1,Tumor core true
cellid_000017615-1,Tumor core true
cellid_000017616-1,Tumor core true
cellid_000017617-1,Tumor core true
cellid_000017618-1,Tumor core true
cellid_000017619-1,Tumor core true
cellid_000017620-1,Tumor core true
cellid_000017621-1,Tumor core true
cellid_000017622-1,Tumor core true
cellid_000017623-1,Tumor core true
cellid_000017624-1,Tumor core true
cellid_000017625-1,Tumor core true
cellid_000017626-1,Tumor core true
cellid_000017627-1,Tumor core true
cellid_000017628-1,Tumor core true
cellid_000017629-1,Tumor core true
cellid_000017630-1,Tumor core true
cellid_000017631-1,Tumor core true
cellid_000017632-1,Tumor core true
cellid_000017633-1,Tumor core true
cellid_000017634-1,Tumor core true
cellid_000017635-1,Tumor core true
cellid_000017636-1,Tumor core true
cellid_000017637-1,Tumor core true
cellid_000017638-1,Tumor core true
cellid_000017639-1,Tumor core true
cellid_000017640-1,Tumor core true
cellid_000017641-1,Tumor core true
cellid_000017642-1,Tumor core true
cellid_000017643-1,Tumor core true
cellid_000017644-1,Tumor core true
cellid_000017645-1,Tumor core true
cellid_000017646-1,Tumor core true
cellid_000017647-1,Tumor core true
cellid_000017648-1,Tumor core true
cellid_000017649-1,Tumor core true
cellid_000017650-1,Tumor core true
cellid_000017651-1,Tumor core true
cellid_000017652-1,Tumor core true
cellid_000017653-1,Tumor core true
cellid_000017654-1,Tumor core true
cellid_000017655-1,Tumor core true
cellid_000017656-1,Tumor core true
cellid_000017657-1,Tumor core true
cellid_000017658-1,Tumor core true
cellid_000017659-1,Tumor core true
cellid_000017660-1,Tumor core true
cellid_000017661-1,Tumor core true
cellid_000017662-1,Tumor core true
cellid_000017663-1,Tumor core true
cellid_000017664-1,Tumor core true
cellid_000017665-1,Tumor core true
cellid_000017666-1,Tumor core true
cellid_000017667-1,Tumor core true
cellid_000017668-1,Tumor core true
cellid_000017669-1,Tumor core true
cellid_000017670-1,Tumor core true
cellid_000017671-1,Tumor core true
cellid_000017672-1,Tumor core true
cellid_000017673-1,Tumor core true
cellid_000017674-1,Tumor core true
cellid_000017675-1,Tumor core true
cellid_000017676-1,Tumor core true
cellid_000017677-1,Tumor core true
cellid_000017678-1,Tumor core true
cellid_000017679-1,Tumor core true
cellid_000017680-1,Tumor core true
cellid_000017681-1,Tumor core true
cellid_000017682-1,Tumor core true
cellid_000017683-1,Tumor core true
cellid_000017684-1,Tumor core true
cellid_000017685-1,Tumor core true
cellid_000017686-1,Tumor core true
cellid_000017687-1,Tumor core true
cellid_000017688-1,Tumor core true
cellid_000017689-1,Tumor core true
cellid_000017690-1,Tumor core true
cellid_000017691-1,Tumor core true
cellid_000017692-1,Tumor core true
cellid_000017693-1,Tumor core true
cellid_000017694-1,Tumor core true
cellid_000017695-1,Tumor core true
cellid_000017696-1,Tumor core true
cellid_000017697-1,Tumor core true
cellid_000017698-1,Tumor core true
cellid_000017699-1,Tumor core true
cellid_000017700-1,Tumor core true
cellid_000017701-1,Tumor core true
cellid_000017702-1,Tumor core true
cellid_000017703-1,Tumor core true
cellid_000017704-1,Tumor core true
cellid_000017705-1,Tumor core true
cellid_000017706-1,Tumor core true
cellid_000017707-1,Tumor core true
cellid_000017708-1,Tumor core true
cellid_000017709-1,Tumor core true
cellid_000017710-1,Tumor core true
cellid_000017711-1,Tumor core true
cellid_000017712-1,Tumor core true
cellid_000017713-1,Tumor core true
cellid_000017714-1,Tumor core true
cellid_000017715-1,Tumor core true
cellid_000017716-1,Tumor core true
cellid_000017717-1,Tumor core true
cellid_000017718-1,Tumor core true
cellid_000017719-1,Tumor core true
cellid_000017720-1,Tumor core true
cellid_000017721-1,Tumor core true
cellid_000017722-1,Tumor core true
cellid_000017723-1,Tumor core true
cellid_000017724-1,Tumor core true
cellid_000017725-1,Tumor core true
cellid_000017726-1,Tumor core true
cellid_000017727-1,Tumor core true
cellid_000017728-1,Tumor core true
cellid_000017729-1,Tumor core true
cellid_000017730-1,Tumor core true
cellid_000017731-1,Tumor core true
cellid_000017732-1,Tumor core true
cellid_000017733-1,Tumor core true
cellid_000017734-1,Tumor core true
cellid_000017735-1,Tumor core true
cellid_000017736-1,Tumor core true
cellid_000017737-1,Tumor core true
cellid_000017738-1,Tumor core true
cellid_000017739-1,Tumor core true
cellid_000017740-1,Tumor core true
cellid_000017741-1,Tumor core true
cellid_000017742-1,Tumor core true
cellid_000017743-1,Tumor core true
cellid_000017744-1,Tumor core true
cellid_000017745-1,Tumor core true
cellid_000017746-1,Tumor core true
cellid_000017747-1,Tumor core true
cellid_000017748-1,Tumor core true
cellid_000017749-1,Tumor core true
cellid_000017750-1,Tumor core true
cellid_000017751-1,Tumor core true
cellid_000017752-1,Tumor core true
cellid_000017753-1,Tumor core true
cellid_000017754-1,Tumor core true
cellid_000017755-1,Tumor core true
cellid_000017756-1,Tumor core true
cellid_000017757-1,Tumor core true
cellid_000017758-1,Tumor core true
cellid_000017759-1,Tumor core true
cellid_000017760-1,Tumor core true
cellid_000017761-1,Tumor core true
cellid_000017762-1,Tumor core true
cellid_000017763-1,Tumor core true
cellid_000017764-1,Tumor core true
cellid_000017765-1,Tumor core true
cellid_000017766-1,Tumor core true
cellid_000017767-1,Tumor core true
cellid_000017768-1,Tumor core true
cellid_000017769-1,Tumor core true
cellid_000017770-1,Tumor core true
cellid_000017771-1,Tumor core true
cellid_000017772-1,Tumor core true
cellid_000017773-1,Tumor core true
cellid_000017774-1,Tumor core true
cellid_000017775-1,Tumor core true
cellid_000017776-1,Tumor core true
cellid_000017777-1,Tumor core true
cellid_000017778-1,Tumor core true
cellid_000017779-1,Tumor core true
cellid_000017780-1,Tumor core true
cellid_000017781-1,Tumor core true
cellid_000017782-1,Tumor core true
cellid_000017783-1,Tumor core true
cellid_000017784-1,Tumor core true
cellid_000017785-1,Tumor core true
cellid_000017786-1,Tumor core true
cellid_000017787-1,Tumor core true
cellid_000017788-1,Tumor core true
cellid_000017789-1,Tumor core true
cellid_000017790-1,Tumor core true
cellid_000017791-1,Tumor core true
cellid_000017792-1,Tumor core true
cellid_000017793-1,Tumor core true
cellid_000017794-1,Tumor core true
cellid_000017795-1,Tumor core true
cellid_000017796-1,Tumor core true
cellid_000017797-1,Tumor core true
cellid_000017798-1,Tumor core true
cellid_000017799-1,Tumor core true
cellid_000017800-1,Tumor core true
cellid_000017801-1,Tumor core true
cellid_000017802-1,Tumor core true
cellid_000017803-1,Tumor core true
cellid_000017804-1,Tumor core true
cellid_000017805-1,Tumor core true
cellid_000017806-1,Tumor core true
cellid_000017807-1,Tumor core true
cellid_000017808-1,Tumor core true
cellid_000017809-1,Tumor core true
cellid_000017810-1,Tumor core true
cellid_000017811-1,Tumor core true
cellid_000017812-1,Tumor core true
cellid_000017813-1,Tumor core true
cellid_000017814-1,Tumor core true
cellid_000017815-1,Tumor core true
cellid_000017816-1,Tumor core true
cellid_000017817-1,Tumor core true
cellid_000017818-1,Tumor core true
cellid_000017819-1,Tumor core true
cellid_000017820-1,Tumor core true
cellid_000017821-1,Tumor core true
cellid_000017822-1,Tumor core true
cellid_000017823-1,Tumor core true
cellid_000017824-1,Tumor core true
cellid_000017825-1,Tumor core true
cellid_000017826-1,Tumor core true
cellid_000017827-1,Tumor core true
cellid_000017828-1,Tumor core true
cellid_000017829-1,Tumor core true
cellid_000017830-1,Tumor core true
cellid_000017831-1,Tumor core true
cellid_000017832-1,Tumor core true
cellid_000017833-1,Tumor core true
cellid_000017834-1,Tumor core true
cellid_000017835-1,Tumor core true
cellid_000017836-1,Tumor core true
cellid_000017837-1,Tumor core true
cellid_000017838-1,Tumor core true
cellid_000017839-1,Tumor core true
cellid_000017840-1,Tumor core true
cellid_000017841-1,Tumor core true
cellid_000017842-1,Tumor core true
cellid_000017843-1,Tumor core true
cellid_000017844-1,Tumor core true
cellid_000017845-1,Tumor core true
cellid_000017846-1,Tumor core true
cellid_000017847-1,Tumor core true
cellid_000017848-1,Tumor core true
cellid_000017849-1,Tumor core true
cellid_000017850-1,Tumor core true
cellid_000017851-1,Tumor core true
cellid_000017852-1,Tumor core true
cellid_000017853-1,Tumor core true
cellid_000017854-1,Tumor core true
cellid_000017855-1,Tumor core true
cellid_000017856-1,Tumor core true
cellid_000017857-1,Tumor core true
cellid_000017858-1,Tumor core true
cellid_000017859-1,Tumor core true
cellid_000017860-1,Tumor core true
cellid_000017861-1,Tumor core true
cellid_000017862-1,Tumor core true
cellid_000017863-1,Tumor core true
cellid_000017864-1,Tumor core true
cellid_000017865-1,Tumor core true
cellid_000017866-1,Tumor core true
cellid_000017867-1,Tumor core true
cellid_000017868-1,Tumor core true
cellid_000017869-1,Tumor core true
cellid_000017870-1,Tumor core true
cellid_000017871-1,Tumor core true
cellid_000017872-1,Tumor core true
cellid_000017873-1,Tumor core true
cellid_000017874-1,Tumor core true
cellid_000017875-1,Tumor core true
cellid_000017876-1,Tumor core true
cellid_000017877-1,Tumor core true
cellid_000017878-1,Tumor core true
cellid_000017879-1,Tumor core true
cellid_000017880-1,Tumor core true
cellid_000017881-1,Tumor core true
cellid_000017882-1,Tumor core true
cellid_000017883-1,Tumor core true
cellid_000017884-1,Tumor core true
cellid_000017885-1,Tumor core true
cellid_000017886-1,Tumor core true
cellid_000017887-1,Tumor core true
cellid_000017888-1,Tumor core true
cellid_000017889-1,Tumor core true
cellid_000017890-1,Tumor core true
cellid_000017891-1,Tumor core true
cellid_000017892-1,Tumor core true
cellid_000017893-1,Tumor core true
cellid_000017894-1,Tumor core true
cellid_000017895-1,Tumor core true
cellid_000017896-1,Tumor core true
cellid_000017897-1,Tumor core true
cellid_000017898-1,Tumor core true
cellid_000017899-1,Tumor core true
cellid_000017900-1,Tumor core true
cellid_000017901-1,Tumor core true
cellid_000017902-1,Tumor core true
cellid_000017903-1,Tumor core true
cellid_000017904-1,Tumor core true
cellid_000017905-1,Tumor core true
cellid_000017906-1,Tumor core true
cellid_000017907-1,Tumor core true
cellid_000017908-1,Tumor core true
cellid_000017909-1,Tumor core true
cellid_000017910-1,Tumor core true
cellid_000017911-1,Tumor core true
cellid_000017912-1,Tumor core true
cellid_000017913-1,Tumor core true
cellid_000017914-1,Tumor core true
cellid_000017915-1,Tumor core true
cellid_000017916-1,Tumor core true
cellid_000017917-1,Tumor core true
cellid_000017918-1,Tumor core true
cellid_000017919-1,Tumor core true
cellid_000017920-1,Tumor core true
cellid_000017921-1,Tumor core true
cellid_000017922-1,Tumor core true
cellid_000017923-1,Tumor core true
cellid_000017924-1,Tumor core true
cellid_000017925-1,Tumor core true
cellid_000017926-1,Tumor core true
cellid_000017927-1,Tumor core true
cellid_000017928-1,Tumor core true
cellid_000017929-1,Tumor core true
cellid_000017930-1,Tumor core true
cellid_000017931-1,Tumor core true
cellid_000017932-1,Tumor core true
cellid_000017933-1,Tumor core true
cellid_000017934-1,Tumor core true
cellid_000017935-1,Tumor core true
cellid_000017936-1,Tumor core true
cellid_000017937-1,Tumor core true
cellid_000017938-1,Tumor core true
cellid_000017939-1,Tumor core true
cellid_000017940-1,Tumor core true
cellid_000017941-1,Tumor core true
cellid_000017942-1,Tumor core true
cellid_000017943-1,Tumor core true
cellid_000017944-1,Tumor core true
cellid_000017945-1,Tumor core true
cellid_000017946-1,Tumor core true
cellid_000017947-1,Tumor core true
cellid_000017948-1,Tumor core true
cellid_000017949-1,Tumor core true
cellid_000017950-1,Tumor core true
cellid_000017951-1,Tumor core true
cellid_000017952-1,Tumor core true
cellid_000017953-1,Tumor core true
cellid_000017954-1,Tumor core true
cellid_000017955-1,Tumor core true
cellid_000017956-1,Tumor core true
cellid_000017957-1,Tumor core true
cellid_000017958-1,Tumor core true
cellid_000017959-1,Tumor core true
cellid_000017960-1,Tumor core true
cellid_000017961-1,Tumor core true
cellid_000017962-1,Tumor core true
cellid_000017963-1,Tumor core true
cellid_000017964-1,Tumor core true
cellid_000017965-1,Tumor core true
cellid_000017966-1,Tumor core true
cellid_000017967-1,Tumor core true
cellid_000017968-1,Tumor core true
cellid_000017969-1,Tumor core true
cellid_000017970-1,Tumor core true
cellid_000017971-1,Tumor core true
cellid_000017972-1,Tumor core true
cellid_000017973-1,Tumor core true
cellid_000017974-1,Tumor core true
cellid_000017975-1,Tumor core true
cellid_000017976-1,Tumor core true
cellid_000017977-1,Tumor core true
cellid_000017978-1,Tumor core true
cellid_000017979-1,Tumor core true
cellid_000017980-1,Tumor core true
cellid_000017981-1,Tumor core true
cellid_000017982-1,Tumor core true
cellid_000017983-1,Tumor core true
cellid_000017984-1,Tumor core true
cellid_000017985-1,Tumor core true
cellid_000017986-1,Tumor core true
cellid_000017987-1,Tumor core true
cellid_000017988-1,Tumor core true
cellid_000017989-1,Tumor core true
cellid_000017990-1,Tumor core true
cellid_000017991-1,Tumor core true
cellid_000017992-1,Tumor core true
cellid_000017993-1,Tumor core true
cellid_000017994-1,Tumor core true
cellid_000017995-1,Tumor core true
cellid_000017996-1,Tumor core true
cellid_000017997-1,Tumor core true
cellid_000017998-1,Tumor core true
cellid_000017999-1,Tumor core true
cellid_000018000-1,Tumor core true
cellid_000018001-1,Tumor core true
cellid_000018002-1,Tumor core true
cellid_000018003-1,Tumor core true
cellid_000018004-1,Tumor core true
cellid_000018005-1,Tumor core true
cellid_000018006-1,Tumor core true
cellid_000018007-1,Tumor core true
cellid_000018008-1,Tumor core true
cellid_000018009-1,Tumor core true
cellid_000018010-1,Tumor core true
cellid_000018011-1,Tumor core true
cellid_000018012-1,Tumor core true
cellid_000018013-1,Tumor core true
cellid_000018014-1,Tumor core true
cellid_000018015-1,Tumor core true
cellid_000018016-1,Tumor core true
cellid_000018017-1,Tumor core true
cellid_000018018-1,Tumor core true
cellid_000018019-1,Tumor core true
cellid_000018020-1,Tumor core true
cellid_000018021-1,Tumor core true
cellid_000018022-1,Tumor core true
cellid_000018023-1,Tumor core true
cellid_000018024-1,Tumor core true
cellid_000018025-1,Tumor core true
cellid_000018026-1,Tumor core true
cellid_000018027-1,Tumor core true
cellid_000018028-1,Tumor core true
cellid_000018029-1,Tumor core true
cellid_000018030-1,Tumor core true
cellid_000018031-1,Tumor core true
cellid_000018032-1,Tumor core true
cellid_000018033-1,Tumor core true
cellid_000018034-1,Tumor core true
cellid_000018035-1,Tumor core true
cellid_000018036-1,Tumor core true
cellid_000018037-1,Tumor core true
cellid_000018038-1,Tumor core true
cellid_000018039-1,Tumor core true
cellid_000018040-1,Tumor core true
cellid_000018041-1,Tumor core true
cellid_000018042-1,Tumor core true
cellid_000018043-1,Tumor core true
cellid_000018044-1,Tumor core true
cellid_000018045-1,Tumor core true
cellid_000018046-1,Tumor core true
cellid_000018047-1,Tumor core true
cellid_000018048-1,Tumor core true
cellid_000018049-1,Tumor core true
cellid_000018050-1,Tumor core true
cellid_000018051-1,Tumor core true
cellid_000018052-1,Tumor core true
cellid_000018053-1,Tumor core true
cellid_000018054-1,Tumor core true
cellid_000018055-1,Tumor core true
cellid_000018056-1,Tumor core true
cellid_000018057-1,Tumor core true
cellid_000018058-1,Tumor core true
cellid_000018059-1,Tumor core true
cellid_000018060-1,Tumor core true
cellid_000018061-1,Tumor core true
cellid_000018062-1,Tumor core true
cellid_000018063-1,Tumor core true
cellid_000018064-1,Tumor core true
cellid_000018065-1,Tumor core true
cellid_000018066-1,Tumor core true
cellid_000018067-1,Tumor core true
cellid_000018068-1,Tumor core true
cellid_000018069-1,Tumor core true
cellid_000018070-1,Tumor core true
cellid_000018071-1,Tumor core true
cellid_000018072-1,Tumor core true
cellid_000018073-1,Tumor core true
cellid_000018074-1,Tumor core true
cellid_000018075-1,Tumor core true
cellid_000018076-1,Tumor core true
cellid_000018077-1,Tumor core true
cellid_000018078-1,Tumor core true
cellid_000018079-1,Tumor core true
cellid_000018080-1,Tumor core true
cellid_000018081-1,Tumor core true
cellid_000018082-1,Tumor core true
cellid_000018083-1,Tumor core true
cellid_000018084-1,Tumor core true
cellid_000018085-1,Tumor core true
cellid_000018086-1,Tumor core true
cellid_000018087-1,Tumor core true
cellid_000018088-1,Tumor core true
cellid_000018089-1,Tumor core true
cellid_000018090-1,Tumor core true
cellid_000018091-1,Tumor core true
cellid_000018092-1,Tumor core true
cellid_000018093-1,Tumor core true
cellid_000018094-1,Tumor core true
cellid_000018095-1,Tumor core true
cellid_000018096-1,Tumor core true
cellid_000018097-1,Tumor core true
cellid_000018098-1,Tumor core true
cellid_000018099-1,Tumor core true
cellid_000018100-1,Tumor core true
cellid_000018101-1,Tumor core true
cellid_000018102-1,Tumor core true
cellid_000018103-1,Tumor core true
cellid_000018104-1,Tumor core true
cellid_000018105-1,Tumor core true
cellid_000018106-1,Tumor core true
cellid_000018107-1,Tumor core true
cellid_000018108-1,Tumor core true
cellid_000018109-1,Tumor core true
cellid_000018110-1,Tumor core true
cellid_000018111-1,Tumor core true
cellid_000018112-1,Tumor core true
cellid_000018113-1,Tumor core true
cellid_000018114-1,Tumor core true
cellid_000018115-1,Tumor core true
cellid_000018116-1,Tumor core true
cellid_000018117-1,Tumor core true
cellid_000018118-1,Tumor core true
cellid_000018119-1,Tumor core true
cellid_000018120-1,Tumor core true
cellid_000018121-1,Tumor core true
cellid_000018122-1,Tumor core true
cellid_000018123-1,Tumor core true
cellid_000018124-1,Tumor core true
cellid_000018125-1,Tumor core true
cellid_000018126-1,Tumor core true
cellid_000018127-1,Tumor core true
cellid_000018128-1,Tumor core true
cellid_000018129-1,Tumor core true
cellid_000018130-1,Tumor core true
cellid_000018131-1,Tumor core true
cellid_000018132-1,Tumor core true
cellid_000018133-1,Tumor core true
cellid_000018134-1,Tumor core true
cellid_000018135-1,Tumor core true
cellid_000018136-1,Tumor core true
cellid_000018137-1,Tumor core true
cellid_000018138-1,Tumor core true
cellid_000018139-1,Tumor core true
cellid_000018140-1,Tumor core true
cellid_000018141-1,Tumor core true
cellid_000018142-1,Tumor core true
cellid_000018143-1,Tumor core true
cellid_000018144-1,Tumor core true
cellid_000018145-1,Tumor core true
cellid_000018146-1,Tumor core true
cellid_000018147-1,Tumor core true
cellid_000018148-1,Tumor core true
cellid_000018149-1,Tumor core true
cellid_000018150-1,Tumor core true
cellid_000018151-1,Tumor core true
cellid_000018152-1,Tumor core true
cellid_000018153-1,Tumor core true
cellid_000018154-1,Tumor core true
cellid_000018155-1,Tumor core true
cellid_000018156-1,Tumor core true
cellid_000018157-1,Tumor core true
cellid_000018158-1,Tumor core true
cellid_000018159-1,Tumor core true
cellid_000018160-1,Tumor core true
cellid_000018161-1,Tumor core true
cellid_000018162-1,Tumor core true
cellid_000018163-1,Tumor core true
cellid_000018164-1,Tumor core true
cellid_000018165-1,Tumor core true
cellid_000018166-1,Tumor core true
cellid_000018167-1,Tumor core true
cellid_000018168-1,Tumor core true
cellid_000018169-1,Tumor core true
cellid_000018170-1,Tumor core true
cellid_000018171-1,Tumor core true
cellid_000018172-1,Tumor core true
cellid_000018173-1,Tumor core true
cellid_000018174-1,Tumor core true
cellid_000018175-1,Tumor core true
cellid_000018176-1,Tumor core true
cellid_000018177-1,Tumor core true
cellid_000018178-1,Tumor core true
cellid_000018179-1,Tumor core true
cellid_000018180-1,Tumor core true
cellid_000018181-1,Tumor core true
cellid_000018182-1,Tumor core true
cellid_000018184-1,Tumor core true
cellid_000018185-1,Tumor core true
cellid_000018186-1,Tumor core true
cellid_000018187-1,Tumor core true
cellid_000018188-1,Tumor core true
cellid_000018189-1,Tumor core true
cellid_000018190-1,Tumor core true
cellid_000018191-1,Tumor core true
cellid_000018192-1,Tumor core true
cellid_000018193-1,Tumor core true
cellid_000018194-1,Tumor core true
cellid_000018195-1,Tumor core true
cellid_000018196-1,Tumor core true
cellid_000018197-1,Tumor core true
cellid_000018198-1,Tumor core true
cellid_000018199-1,Tumor core true
cellid_000018200-1,Tumor core true
cellid_000018201-1,Tumor core true
cellid_000018202-1,Tumor core true
cellid_000018203-1,Tumor core true
cellid_000018204-1,Tumor core true
cellid_000018205-1,Tumor core true
cellid_000018206-1,Tumor core true
cellid_000018207-1,Tumor core true
cellid_000018208-1,Tumor core true
cellid_000018209-1,Tumor core true
cellid_000018210-1,Tumor core true
cellid_000018211-1,Tumor core true
cellid_000018212-1,Tumor core true
cellid_000018213-1,Tumor core true
cellid_000018214-1,Tumor core true
cellid_000018215-1,Tumor core true
cellid_000018216-1,Tumor core true
cellid_000018217-1,Tumor core true
cellid_000018218-1,Tumor core true
cellid_000018219-1,Tumor core true
cellid_000018220-1,Tumor core true
cellid_000018221-1,Tumor core true
cellid_000018222-1,Tumor core true
cellid_000018223-1,Tumor core true
cellid_000018224-1,Tumor core true
cellid_000018225-1,Tumor core true
cellid_000018226-1,Tumor core true
cellid_000018227-1,Tumor core true
cellid_000018228-1,Tumor core true
cellid_000018229-1,Tumor core true
cellid_000018230-1,Tumor core true
cellid_000018231-1,Tumor core true
cellid_000018232-1,Tumor core true
cellid_000018233-1,Tumor core true
cellid_000018234-1,Tumor core true
cellid_000018235-1,Tumor core true
cellid_000018236-1,Tumor core true
cellid_000018237-1,Tumor core true
cellid_000018238-1,Tumor core true
cellid_000018239-1,Tumor core true
cellid_000018240-1,Tumor core true
cellid_000018241-1,Tumor core true
cellid_000018242-1,Tumor core true
cellid_000018243-1,Tumor core true
cellid_000018244-1,Tumor core true
cellid_000018245-1,Tumor core true
cellid_000018246-1,Tumor core true
cellid_000018247-1,Tumor core true
cellid_000018248-1,Tumor core true
cellid_000018249-1,Tumor core true
cellid_000018250-1,Tumor core true
cellid_000018251-1,Tumor core true
cellid_000018252-1,Tumor core true
cellid_000018253-1,Tumor core true
cellid_000018254-1,Tumor core true
cellid_000018255-1,Tumor core true
cellid_000018256-1,Tumor core true
cellid_000018257-1,Tumor core true
cellid_000018258-1,Tumor core true
cellid_000018259-1,Tumor core true
cellid_000018260-1,Tumor core true
cellid_000018261-1,Tumor core true
cellid_000018262-1,Tumor core true
cellid_000018263-1,Tumor core true
cellid_000018264-1,Tumor core true
cellid_000018265-1,Tumor core true
cellid_000018266-1,Tumor core true
cellid_000018267-1,Tumor core true
cellid_000018268-1,Tumor core true
cellid_000018269-1,Tumor core true
cellid_000018270-1,Tumor core true
cellid_000018271-1,Tumor core true
cellid_000018272-1,Tumor core true
cellid_000018273-1,Tumor core true
cellid_000018274-1,Tumor core true
cellid_000018275-1,Tumor core true
cellid_000018276-1,Tumor core true
cellid_000018277-1,Tumor core true
cellid_000018278-1,Tumor core true
cellid_000018279-1,Tumor core true
cellid_000018280-1,Tumor core true
cellid_000018281-1,Tumor core true
cellid_000018282-1,Tumor core true
cellid_000018283-1,Tumor core true
cellid_000018284-1,Tumor core true
cellid_000018285-1,Tumor core true
cellid_000018286-1,Tumor core true
cellid_000018287-1,Tumor core true
cellid_000018288-1,Tumor core true
cellid_000018289-1,Tumor core true
cellid_000018290-1,Tumor core true
cellid_000018291-1,Tumor core true
cellid_000018292-1,Tumor core true
cellid_000018293-1,Tumor core true
cellid_000018294-1,Tumor core true
cellid_000018295-1,Tumor core true
cellid_000018296-1,Tumor core true
cellid_000018297-1,Tumor core true
cellid_000018298-1,Tumor core true
cellid_000018299-1,Tumor core true
cellid_000018300-1,Tumor core true
cellid_000018301-1,Tumor core true
cellid_000018302-1,Tumor core true
cellid_000018303-1,Tumor core true
cellid_000018304-1,Tumor core true
cellid_000018305-1,Tumor core true
cellid_000018306-1,Tumor core true
cellid_000018307-1,Tumor core true
cellid_000018308-1,Tumor core true
cellid_000018309-1,Tumor core true
cellid_000018310-1,Tumor core true
cellid_000018311-1,Tumor core true
cellid_000018312-1,Tumor core true
cellid_000018313-1,Tumor core true
cellid_000018314-1,Tumor core true
cellid_000018315-1,Tumor core true
cellid_000018316-1,Tumor core true
cellid_000018317-1,Tumor core true
cellid_000018318-1,Tumor core true
cellid_000018319-1,Tumor core true
cellid_000018320-1,Tumor core true
cellid_000018321-1,Tumor core true
cellid_000018322-1,Tumor core true
cellid_000018323-1,Tumor core true
cellid_000018324-1,Tumor core true
cellid_000018325-1,Tumor core true
cellid_000018326-1,Tumor core true
cellid_000018327-1,Tumor core true
cellid_000018328-1,Tumor core true
cellid_000018329-1,Tumor core true
cellid_000018330-1,Tumor core true
cellid_000018331-1,Tumor core true
cellid_000018332-1,Tumor core true
cellid_000018333-1,Tumor core true
cellid_000018334-1,Tumor core true
cellid_000018335-1,Tumor core true
cellid_000018336-1,Tumor core true
cellid_000018337-1,Tumor core true
cellid_000018338-1,Tumor core true
cellid_000018339-1,Tumor core true
cellid_000018340-1,Tumor core true
cellid_000018341-1,Tumor core true
cellid_000018342-1,Tumor core true
cellid_000018343-1,Tumor core true
cellid_000018344-1,Tumor core true
cellid_000018345-1,Tumor core true
cellid_000018346-1,Tumor core true
cellid_000018347-1,Tumor core true
cellid_000018348-1,Tumor core true
cellid_000018349-1,Tumor core true
cellid_000018350-1,Tumor core true
cellid_000018351-1,Tumor core true
cellid_000018352-1,Tumor core true
cellid_000018353-1,Tumor core true
cellid_000018354-1,Tumor core true
cellid_000018355-1,Tumor core true
cellid_000018356-1,Tumor core true
cellid_000018357-1,Tumor core true
cellid_000018358-1,Tumor core true
cellid_000018359-1,Tumor core true
cellid_000018360-1,Tumor core true
cellid_000018361-1,Tumor core true
cellid_000018362-1,Tumor core true
cellid_000018363-1,Tumor core true
cellid_000018364-1,Tumor core true
cellid_000018365-1,Tumor core true
cellid_000018366-1,Tumor core true
cellid_000018367-1,Tumor core true
cellid_000018368-1,Tumor core true
cellid_000018369-1,Tumor core true
cellid_000018370-1,Tumor core true
cellid_000018371-1,Tumor core true
cellid_000018372-1,Tumor core true
cellid_000018373-1,Tumor core true
cellid_000018374-1,Tumor core true
cellid_000018375-1,Tumor core true
cellid_000018376-1,Tumor core true
cellid_000018377-1,Tumor core true
cellid_000018378-1,Tumor core true
cellid_000018379-1,Tumor core true
cellid_000018380-1,Tumor core true
cellid_000018381-1,Tumor core true
cellid_000018382-1,Tumor core true
cellid_000018383-1,Tumor core true
cellid_000018384-1,Tumor core true
cellid_000018385-1,Tumor core true
cellid_000018386-1,Tumor core true
cellid_000018387-1,Tumor core true
cellid_000018388-1,Tumor core true
cellid_000018389-1,Tumor core true
